date,btc_usd,gold_usd,dxy
2024-10-31,70215.1875,2738.300048828125,103.9800033569336
2024-11-01,69482.46875,2738.60009765625,104.27999877929688
2024-11-02,69289.2734375,2738.60009765625,104.27999877929688
2024-11-03,68741.1171875,2738.60009765625,104.27999877929688
2024-11-04,67811.5078125,2736.10009765625,103.88999938964844
2024-11-05,69359.5625,2740.300048828125,103.41999816894531
2024-11-06,75639.078125,2667.60009765625,105.08999633789062
2024-11-07,75904.859375,2698.39990234375,104.51000213623047
2024-11-08,76545.4765625,2687.5,105.0
2024-11-09,76778.8671875,2687.5,105.0
2024-11-10,80474.1875,2687.5,105.0
2024-11-11,88701.484375,2611.199951171875,105.54000091552734
2024-11-12,87955.8125,2600.0,106.0199966430664
2024-11-13,90584.1640625,2580.800048828125,106.4800033569336
2024-11-14,87250.4296875,2568.199951171875,106.66999816894531
2024-11-15,91066.0078125,2565.699951171875,106.69000244140625
2024-11-16,90558.4765625,2565.699951171875,106.69000244140625
2024-11-17,89845.8515625,2565.699951171875,106.69000244140625
2024-11-18,90542.640625,2610.60009765625,106.27999877929688
2024-11-19,92343.7890625,2627.10009765625,106.20999908447266
2024-11-20,94339.4921875,2648.199951171875,106.68000030517578
2024-11-21,98504.7265625,2672.10009765625,106.97000122070312
2024-11-22,98997.6640625,2709.89990234375,107.48999786376953
2024-11-23,97777.28125,2709.89990234375,107.48999786376953
2024-11-24,98013.8203125,2709.89990234375,107.48999786376953
2024-11-25,93102.296875,2616.800048828125,106.81999969482422
2024-11-26,91985.3203125,2620.300048828125,107.01000213623047
2024-11-27,95962.53125,2639.89990234375,106.08000183105469
2024-11-28,95652.46875,2639.89990234375,106.08000183105469
2024-11-29,97461.5234375,2657.0,105.73999786376953
2024-11-30,96449.0546875,2657.0,105.73999786376953
2024-12-01,97279.7890625,2657.0,105.73999786376953
2024-12-02,95865.3046875,2634.89990234375,106.44999694824219
2024-12-03,96002.1640625,2644.699951171875,106.37000274658203
2024-12-04,98768.53125,2653.800048828125,106.33999633789062
2024-12-05,96593.5703125,2626.60009765625,105.70999908447266
2024-12-06,99920.7109375,2638.60009765625,105.97000122070312
2024-12-07,99923.3359375,2638.60009765625,105.97000122070312
2024-12-08,101236.015625,2638.60009765625,105.97000122070312
2024-12-09,97432.71875,2664.89990234375,106.1500015258789
2024-12-10,96675.4296875,2697.60009765625,106.4000015258789
2024-12-11,101173.03125,2733.800048828125,106.70999908447266
2024-12-12,100043.0,2687.5,106.95999908447266
2024-12-13,101459.2578125,2656.0,107.0
2024-12-14,101372.96875,2656.0,107.0
2024-12-15,104298.6953125,2656.0,107.0
2024-12-16,106029.71875,2651.39990234375,106.86000061035156
2024-12-17,106140.6015625,2644.39990234375,106.95999908447266
2024-12-18,100041.5390625,2636.5,108.02999877929688
2024-12-19,97490.953125,2592.199951171875,108.41000366210938
2024-12-20,97755.9296875,2628.699951171875,107.62000274658203
2024-12-21,97224.7265625,2628.699951171875,107.62000274658203
2024-12-22,95104.9375,2628.699951171875,107.62000274658203
2024-12-23,94686.2421875,2612.300048828125,108.04000091552734
2024-12-24,98676.09375,2620.0,108.26000213623047
2024-12-25,99299.1953125,2620.0,108.26000213623047
2024-12-26,95795.515625,2638.800048828125,108.12999725341797
2024-12-27,94164.859375,2617.199951171875,108.0
2024-12-28,95163.9296875,2617.199951171875,108.0
2024-12-29,93530.2265625,2617.199951171875,108.0
2024-12-30,92643.2109375,2606.10009765625,108.12999725341797
2024-12-31,93429.203125,2629.199951171875,108.48999786376953
2025-01-01,94419.7578125,2629.199951171875,108.48999786376953
2025-01-02,96886.875,2658.89990234375,109.38999938964844
2025-01-03,98107.4296875,2645.0,108.94999694824219
2025-01-04,98236.2265625,2645.0,108.94999694824219
2025-01-05,98314.9609375,2645.0,108.94999694824219
2025-01-06,102078.0859375,2638.39990234375,108.26000213623047
2025-01-07,96922.703125,2656.699951171875,108.54000091552734
2025-01-08,95043.5234375,2664.5,109.08999633789062
2025-01-09,92484.0390625,2683.800048828125,109.18000030517578
2025-01-10,94701.453125,2708.5,109.6500015258789
2025-01-11,94566.59375,2708.5,109.6500015258789
2025-01-12,94488.4375,2708.5,109.6500015258789
2025-01-13,94516.5234375,2673.5,109.95999908447266
2025-01-14,96534.046875,2677.5,109.2699966430664
2025-01-15,100504.4921875,2712.5,109.08999633789062
2025-01-16,99756.90625,2746.39990234375,108.95999908447266
2025-01-17,104462.0390625,2744.300048828125,109.3499984741211
2025-01-18,104408.0703125,2744.300048828125,109.3499984741211
2025-01-19,101089.609375,2744.300048828125,109.3499984741211
2025-01-20,102016.6640625,2744.300048828125,109.3499984741211
2025-01-21,106146.265625,2755.0,108.05999755859375
2025-01-22,103653.0703125,2767.60009765625,108.16999816894531
2025-01-23,103960.171875,2763.10009765625,108.05000305175781
2025-01-24,104819.484375,2777.300048828125,107.44000244140625
2025-01-25,104714.6484375,2777.300048828125,107.44000244140625
2025-01-26,102682.5,2777.300048828125,107.44000244140625
2025-01-27,102087.6875,2737.5,107.33999633789062
2025-01-28,101332.4765625,2766.800048828125,107.87000274658203
2025-01-29,103703.2109375,2769.10009765625,108.0
2025-01-30,104735.3046875,2823.0,107.80000305175781
2025-01-31,102405.0234375,2812.5,108.37000274658203
2025-02-01,100655.90625,2812.5,108.37000274658203
2025-02-02,97688.9765625,2812.5,108.37000274658203
2025-02-03,101405.421875,2833.89990234375,108.98999786376953
2025-02-04,97871.8203125,2853.300048828125,107.95999908447266
2025-02-05,96615.4453125,2871.60009765625,107.58000183105469
2025-02-06,96593.296875,2856.0,107.69000244140625
2025-02-07,96529.0859375,2867.300048828125,108.04000091552734
2025-02-08,96482.453125,2867.300048828125,108.04000091552734
2025-02-09,96500.09375,2867.300048828125,108.04000091552734
2025-02-10,97437.5546875,2914.300048828125,108.31999969482422
2025-02-11,95747.4296875,2912.5,107.95999908447266
2025-02-12,97885.859375,2909.0,107.94000244140625
2025-02-13,96623.8671875,2925.89990234375,107.30999755859375
2025-02-14,97508.96875,2883.60009765625,106.56999969482422
2025-02-15,97580.3515625,2883.60009765625,106.56999969482422
2025-02-16,96175.03125,2883.60009765625,106.56999969482422
2025-02-17,95773.3828125,2883.60009765625,106.56999969482422
2025-02-18,95539.546875,2931.60009765625,107.05000305175781
2025-02-19,96635.609375,2919.39990234375,107.16999816894531
2025-02-20,98333.9375,2940.0,106.33999633789062
2025-02-21,96125.546875,2937.60009765625,106.61000061035156
2025-02-22,96577.7578125,2937.60009765625,106.61000061035156
2025-02-23,96273.921875,2937.60009765625,106.61000061035156
2025-02-24,91418.171875,2947.89990234375,106.5999984741211
2025-02-25,88736.171875,2904.5,106.30999755859375
2025-02-26,84347.0234375,2916.800048828125,106.41999816894531
2025-02-27,84704.2265625,2883.199951171875,107.23999786376953
2025-02-28,84373.0078125,2836.800048828125,107.61000061035156
2025-03-01,86031.9140625,2836.800048828125,107.61000061035156
2025-03-02,94248.3515625,2836.800048828125,107.61000061035156
2025-03-03,86065.671875,2890.199951171875,106.75
2025-03-04,87222.1953125,2909.60009765625,105.73999786376953
2025-03-05,90623.5625,2915.300048828125,105.73999786376953
2025-03-06,89961.7265625,2916.60009765625,104.05999755859375
2025-03-07,86742.671875,2904.699951171875,103.83999633789062
2025-03-08,86154.59375,2904.699951171875,103.83999633789062
2025-03-09,80601.0390625,2904.699951171875,103.83999633789062
2025-03-10,78532.0,2891.0,103.91000366210938
2025-03-11,82862.2109375,2912.89990234375,103.44000244140625
2025-03-12,83722.359375,2939.10009765625,103.61000061035156
2025-03-13,81066.703125,2984.300048828125,103.83000183105469
2025-03-14,83969.1015625,2994.5,103.72000122070312
2025-03-15,84343.109375,2994.5,103.72000122070312
2025-03-16,82579.6875,2994.5,103.72000122070312
2025-03-17,84075.6875,3000.0,103.37000274658203
2025-03-18,82718.5,3035.10009765625,103.23999786376953
2025-03-19,86854.2265625,3035.89990234375,103.43000030517578
2025-03-20,84167.1953125,3040.0,103.8499984741211
2025-03-21,84043.2421875,3018.199951171875,104.08999633789062
2025-03-22,83832.484375,3018.199951171875,104.08999633789062
2025-03-23,86054.375,3018.199951171875,104.08999633789062
2025-03-24,87498.9140625,3013.10009765625,104.26000213623047
2025-03-25,87471.703125,3023.699951171875,104.18000030517578
2025-03-26,86900.8828125,3020.89990234375,104.55000305175781
2025-03-27,87177.1015625,3060.199951171875,104.06999969482422
2025-03-28,84353.1484375,3086.5,104.04000091552734
2025-03-29,82597.5859375,3086.5,104.04000091552734
2025-03-30,82334.5234375,3086.5,104.04000091552734
2025-03-31,82548.9140625,3122.800048828125,104.20999908447266
2025-04-01,85169.171875,3118.89990234375,104.26000213623047
2025-04-02,82485.7109375,3139.89990234375,103.80999755859375
2025-04-03,83102.828125,3097.0,102.06999969482422
2025-04-04,83843.8046875,3012.0,103.0199966430664
2025-04-05,83504.796875,3012.0,103.0199966430664
2025-04-06,78214.484375,3012.0,103.0199966430664
2025-04-07,79235.3359375,2951.300048828125,103.26000213623047
2025-04-08,76271.953125,2968.39990234375,102.95999908447266
2025-04-09,82573.953125,3056.5,102.9000015258789
2025-04-10,79626.140625,3155.199951171875,100.87000274658203
2025-04-11,83404.8359375,3222.199951171875,99.77999877929688
2025-04-12,85287.109375,3222.199951171875,99.77999877929688
2025-04-13,83684.9765625,3222.199951171875,99.77999877929688
2025-04-14,84542.390625,3204.800048828125,99.63999938964844
2025-04-15,83668.9921875,3218.699951171875,100.22000122070312
2025-04-16,84033.8671875,3326.60009765625,99.37999725341797
2025-04-17,84895.75,3308.699951171875,99.37999725341797
2025-04-18,84450.8046875,3308.699951171875,99.37999725341797
2025-04-19,85063.4140625,3308.699951171875,99.37999725341797
2025-04-20,85174.3046875,3308.699951171875,99.37999725341797
2025-04-21,87518.90625,3406.199951171875,98.27999877929688
2025-04-22,93441.890625,3400.800048828125,98.91999816894531
2025-04-23,93699.109375,3276.300048828125,99.83999633789062
2025-04-24,93943.796875,3332.0,99.29000091552734
2025-04-25,94720.5,3282.39990234375,99.47000122070312
2025-04-26,94646.9296875,3282.39990234375,99.47000122070312
2025-04-27,93754.84375,3282.39990234375,99.47000122070312
2025-04-28,94978.75,3332.5,99.01000213623047
2025-04-29,94284.7890625,3318.800048828125,99.23999786376953
2025-04-30,94207.3125,3305.0,99.47000122070312
2025-05-01,96492.3359375,3210.0,100.25
2025-05-02,96910.0703125,3231.89990234375,100.0
2025-05-03,95891.796875,3231.89990234375,100.0
2025-05-04,94315.9765625,3231.89990234375,100.0
2025-05-05,94748.0546875,3311.300048828125,99.83000183105469
2025-05-06,96802.4765625,3411.39990234375,99.23999786376953
2025-05-07,97032.3203125,3381.39990234375,99.61000061035156
2025-05-08,103241.4609375,3296.60009765625,100.63999938964844
2025-05-09,102970.8515625,3335.39990234375,100.33999633789062
2025-05-10,104696.328125,3335.39990234375,100.33999633789062
2025-05-11,104106.359375,3335.39990234375,100.33999633789062
2025-05-12,102812.953125,3220.0,101.79000091552734
2025-05-13,104169.8125,3240.300048828125,101.0
2025-05-14,103539.4140625,3181.39990234375,101.04000091552734
2025-05-15,103744.640625,3220.699951171875,100.87999725341797
2025-05-16,103489.2890625,3182.0,101.08999633789062
2025-05-17,103191.0859375,3182.0,101.08999633789062
2025-05-18,106446.0078125,3182.0,101.08999633789062
2025-05-19,105606.1796875,3228.89990234375,100.43000030517578
2025-05-20,106791.0859375,3280.300048828125,100.12000274658203
2025-05-21,109678.078125,3309.300048828125,99.55999755859375
2025-05-22,111673.28125,3292.300048828125,99.95999908447266
2025-05-23,107287.796875,3363.60009765625,99.11000061035156
2025-05-24,107791.15625,3363.60009765625,99.11000061035156
2025-05-25,109035.390625,3363.60009765625,99.11000061035156
2025-05-26,109440.3671875,3363.60009765625,98.93000030517578
2025-05-27,108994.640625,3299.10009765625,99.5199966430664
2025-05-28,107802.328125,3293.60009765625,99.87999725341797
2025-05-29,105641.7578125,3317.10009765625,99.27999877929688
2025-05-30,103998.5703125,3288.89990234375,99.33000183105469
2025-05-31,104638.09375,3288.89990234375,99.33000183105469
2025-06-01,105652.1015625,3288.89990234375,99.33000183105469
2025-06-02,105881.53125,3370.60009765625,98.69999694824219
2025-06-03,105432.46875,3350.199951171875,99.25
2025-06-04,104731.984375,3373.5,98.79000091552734
2025-06-05,101575.953125,3350.699951171875,98.73999786376953
2025-06-06,104390.34375,3322.699951171875,99.19000244140625
2025-06-07,105615.625,3322.699951171875,99.19000244140625
2025-06-08,105793.6484375,3322.699951171875,99.19000244140625
2025-06-09,110294.1015625,3332.10009765625,98.94000244140625
2025-06-10,110257.234375,3320.89990234375,99.05000305175781
2025-06-11,108686.625,3321.300048828125,98.62999725341797
2025-06-12,105929.0546875,3380.89990234375,97.91999816894531
2025-06-13,106090.96875,3431.199951171875,98.18000030517578
2025-06-14,105472.40625,3431.199951171875,98.18000030517578
2025-06-15,105552.0234375,3431.199951171875,98.18000030517578
2025-06-16,106796.7578125,3396.39990234375,98.0
2025-06-17,104601.1171875,3386.60009765625,98.81999969482422
2025-06-18,104883.328125,3389.800048828125,98.91000366210938
2025-06-19,104684.2890625,3389.800048828125,98.91000366210938
2025-06-20,103309.6015625,3368.10009765625,98.70999908447266
2025-06-21,102257.40625,3368.10009765625,98.70999908447266
2025-06-22,100987.140625,3368.10009765625,98.70999908447266
2025-06-23,105577.7734375,3377.699951171875,98.41999816894531
2025-06-24,106045.6328125,3317.39990234375,97.86000061035156
2025-06-25,107361.2578125,3327.10009765625,97.68000030517578
2025-06-26,106960.0,3333.5,97.1500015258789
2025-06-27,107088.4296875,3273.699951171875,97.4000015258789
2025-06-28,107327.703125,3273.699951171875,97.4000015258789
2025-06-29,108385.5703125,3273.699951171875,97.4000015258789
2025-06-30,107135.3359375,3294.39990234375,96.87999725341797
2025-07-01,105698.28125,3336.699951171875,96.81999969482422
2025-07-02,108859.3203125,3348.0,96.77999877929688
2025-07-03,109647.9765625,3331.60009765625,97.18000030517578
2025-07-04,108034.3359375,3332.5,97.18000030517578
2025-07-05,108231.1796875,3332.5,97.18000030517578
2025-07-06,109232.0703125,3332.5,97.18000030517578
2025-07-07,108299.8515625,3332.199951171875,97.4800033569336
2025-07-08,108950.2734375,3307.0,97.51000213623047
2025-07-09,111326.5546875,3311.60009765625,97.47000122070312
2025-07-10,115987.203125,3317.39990234375,97.6500015258789
2025-07-11,117516.9921875,3356.0,97.8499984741211
2025-07-12,117435.2265625,3356.0,97.8499984741211
2025-07-13,119116.1171875,3356.0,97.8499984741211
2025-07-14,119849.703125,3351.5,98.08000183105469
2025-07-15,117777.1875,3329.800048828125,98.62000274658203
2025-07-16,118738.5078125,3352.5,98.38999938964844
2025-07-17,119289.84375,3340.10009765625,98.7300033569336
2025-07-18,118003.2265625,3353.0,98.4800033569336
2025-07-19,117939.9765625,3353.0,98.4800033569336
2025-07-20,117300.7890625,3353.0,98.4800033569336
2025-07-21,117439.5390625,3401.89990234375,97.8499984741211
2025-07-22,119995.4140625,3439.199951171875,97.38999938964844
2025-07-23,118754.9609375,3394.10009765625,97.20999908447266
2025-07-24,118368.0,3371.0,97.37999725341797
2025-07-25,117635.8828125,3334.0,97.6500015258789
2025-07-26,117947.3671875,3334.0,97.6500015258789
2025-07-27,119448.4921875,3334.0,97.6500015258789
2025-07-28,117924.4765625,3309.10009765625,98.66000366210938
2025-07-29,117922.1484375,3323.39990234375,98.91000366210938
2025-07-30,117831.1875,3295.800048828125,99.94000244140625
2025-07-31,115758.203125,3293.199951171875,100.02999877929688
2025-08-01,113320.0859375,3347.699951171875,98.69000244140625
2025-08-02,112526.9140625,3347.699951171875,98.69000244140625
2025-08-03,114217.671875,3347.699951171875,98.69000244140625
2025-08-04,115071.8828125,3374.39990234375,98.77999877929688
2025-08-05,114141.4453125,3381.89990234375,98.77999877929688
2025-08-06,115028.0,3380.0,98.18000030517578
2025-08-07,117496.8984375,3400.300048828125,98.4000015258789
2025-08-08,116688.7265625,3439.10009765625,98.18000030517578
2025-08-09,116500.359375,3439.10009765625,98.18000030517578
2025-08-10,119306.7578125,3439.10009765625,98.18000030517578
2025-08-11,118731.4453125,3353.10009765625,98.5199966430664
2025-08-12,120172.90625,3348.89990234375,98.0999984741211
2025-08-13,123344.0625,3358.699951171875,97.83999633789062
2025-08-14,118359.578125,3335.199951171875,98.25
2025-08-15,117398.3515625,3336.0,97.8499984741211
2025-08-16,117491.3515625,3336.0,97.8499984741211
2025-08-17,117453.0625,3336.0,97.8499984741211
2025-08-18,116252.3125,3331.699951171875,98.16999816894531
2025-08-19,112831.1796875,3313.39990234375,98.2699966430664
2025-08-20,114274.7421875,3343.39990234375,98.22000122070312
2025-08-21,112419.03125,3336.89990234375,98.62000274658203
2025-08-22,116874.0859375,3374.39990234375,97.72000122070312
2025-08-23,115374.328125,3374.39990234375,97.72000122070312
2025-08-24,113458.4296875,3374.39990234375,97.72000122070312
2025-08-25,110124.3515625,3373.800048828125,98.43000030517578
2025-08-26,111802.65625,3388.60009765625,98.2300033569336
2025-08-27,111222.0625,3404.60009765625,98.2300033569336
2025-08-28,112544.8046875,3431.800048828125,97.80999755859375
2025-08-29,108410.8359375,3473.699951171875,97.7699966430664
2025-08-30,108808.0703125,3473.699951171875,97.7699966430664
2025-08-31,108236.7109375,3473.699951171875,97.7699966430664
2025-09-01,109250.59375,3473.699951171875,97.7699966430664
2025-09-02,111200.5859375,3549.39990234375,98.4000015258789
2025-09-03,111723.2109375,3593.199951171875,98.13999938964844
2025-09-04,110723.6015625,3565.800048828125,98.3499984741211
2025-09-05,110650.984375,3613.199951171875,97.7699966430664
2025-09-06,110224.6953125,3613.199951171875,97.7699966430664
2025-09-07,111167.6171875,3613.199951171875,97.7699966430664
2025-09-08,112071.4296875,3638.10009765625,97.44999694824219
2025-09-09,111530.546875,3643.300048828125,97.79000091552734
2025-09-10,113955.359375,3643.60009765625,97.77999877929688
2025-09-11,115507.5390625,3636.89990234375,97.54000091552734
2025-09-12,116101.578125,3649.39990234375,97.55000305175781
2025-09-13,115950.5078125,3649.39990234375,97.55000305175781
2025-09-14,115407.65625,3649.39990234375,97.55000305175781
2025-09-15,115444.875,3682.199951171875,97.30000305175781
2025-09-16,116843.1875,3688.89990234375,96.62999725341797
2025-09-17,116468.5078125,3681.800048828125,96.87000274658203
2025-09-18,117137.203125,3643.699951171875,97.3499984741211
2025-09-19,115688.859375,3671.5,97.63999938964844
2025-09-20,115721.9609375,3671.5,97.63999938964844
2025-09-21,115306.09375,3671.5,97.63999938964844
2025-09-22,112748.5078125,3740.699951171875,97.33000183105469
2025-09-23,112014.5,3780.60009765625,97.26000213623047
2025-09-24,113328.6328125,3732.10009765625,97.87000274658203
2025-09-25,109049.2890625,3736.89990234375,98.55000305175781
2025-09-26,109712.828125,3775.300048828125,98.1500015258789
2025-09-27,109681.9453125,3775.300048828125,98.1500015258789
2025-09-28,112122.640625,3775.300048828125,98.1500015258789
2025-09-29,114400.3828125,3820.89990234375,97.91000366210938
2025-09-30,114056.0859375,3840.800048828125,97.7699966430664
2025-10-01,118648.9296875,3867.5,97.70999908447266
2025-10-02,120681.2578125,3839.699951171875,97.8499984741211
2025-10-03,122266.53125,3880.800048828125,97.72000122070312
2025-10-04,122425.4296875,3880.800048828125,97.72000122070312
2025-10-05,123513.4765625,3880.800048828125,97.72000122070312
2025-10-06,124752.53125,3948.5,98.11000061035156
2025-10-07,121451.3828125,3976.60009765625,98.58000183105469
2025-10-08,123354.8671875,4043.300048828125,98.8499984741211
2025-10-09,121705.5859375,3946.300048828125,99.54000091552734
2025-10-10,113214.3671875,3975.89990234375,98.9800033569336
2025-10-11,110807.8828125,3975.89990234375,98.9800033569336
2025-10-12,115169.765625,3975.89990234375,98.9800033569336
2025-10-13,115271.078125,4108.60009765625,99.2699966430664
2025-10-14,113118.6640625,4138.7001953125,99.05000305175781
2025-10-15,110783.1640625,4176.89990234375,98.79000091552734
2025-10-16,108186.0390625,4280.2001953125,98.38999938964844
2025-10-17,106467.7890625,4189.89990234375,98.43000030517578
2025-10-18,107198.265625,4189.89990234375,98.43000030517578
2025-10-19,108666.7109375,4189.89990234375,98.43000030517578
2025-10-20,110588.9296875,4336.39990234375,98.58999633789062
2025-10-21,108476.890625,4087.699951171875,98.93000030517578
2025-10-22,107688.5859375,4044.39990234375,98.9000015258789
2025-10-23,110069.7265625,4125.5,98.94000244140625
2025-10-24,111033.921875,4118.39990234375,98.94999694824219
2025-10-25,111641.7265625,4118.39990234375,98.94999694824219
2025-10-26,114472.4453125,4118.39990234375,98.94999694824219
2025-10-27,114119.328125,4001.89990234375,98.77999877929688
2025-10-28,112956.1640625,3966.199951171875,98.69000244140625
2025-10-29,110055.3046875,3983.699951171875,99.22000122070312
2025-10-30,108305.546875,4001.300048828125,99.52999877929688
2025-10-31,109556.1640625,3982.199951171875,99.80000305175781
2025-11-01,110064.015625,3982.199951171875,99.80000305175781
2025-11-02,110639.625,3982.199951171875,99.80000305175781
2025-11-03,106547.5234375,4000.300048828125,99.87000274658203
2025-11-04,101590.5234375,3947.699951171875,100.22000122070312
2025-11-05,103891.8359375,3980.300048828125,100.19999694824219
2025-11-06,101301.2890625,3979.89990234375,99.7300033569336
2025-11-07,103372.40625,3999.39990234375,99.5999984741211
2025-11-08,102282.1171875,3999.39990234375,99.5999984741211
2025-11-09,104719.640625,3999.39990234375,99.5999984741211
2025-11-10,105996.59375,4111.7998046875,99.62000274658203
2025-11-11,102997.46875,4106.7998046875,99.45999908447266
2025-11-12,101663.1875,4204.39990234375,99.4800033569336
2025-11-13,99697.4921875,4186.89990234375,99.18000030517578
2025-11-14,94397.7890625,4087.60009765625,99.2699966430664
2025-11-15,95549.1484375,4087.60009765625,99.2699966430664
2025-11-16,94177.078125,4087.60009765625,99.2699966430664
2025-11-17,92093.875,4068.300048828125,99.58999633789062
2025-11-18,92948.875,4061.300048828125,99.55000305175781
2025-11-19,91465.9921875,4077.699951171875,100.2300033569336
2025-11-20,86631.8984375,4056.5,100.16000366210938
2025-11-21,85090.6875,4076.699951171875,100.18000030517578
2025-11-22,84648.359375,4076.699951171875,100.18000030517578
2025-11-23,86805.0078125,4076.699951171875,100.18000030517578
2025-11-24,88270.5625,4091.89990234375,100.13999938964844
2025-11-25,87341.890625,4139.2001953125,99.66000366210938
2025-11-26,90518.3671875,4165.2001953125,99.5999984741211
2025-11-27,91285.375,4165.2001953125,99.5999984741211
2025-11-28,90919.265625,4218.2998046875,99.45999908447266
2025-11-29,90851.7578125,4218.2998046875,99.45999908447266
2025-11-30,90394.3125,4218.2998046875,99.45999908447266
2025-12-01,86321.5703125,4239.2998046875,99.41000366210938
2025-12-02,91350.203125,4186.60009765625,99.36000061035156
2025-12-03,93527.8046875,4199.2998046875,98.8499984741211
2025-12-04,92141.625,4211.7998046875,98.98999786376953
2025-12-05,89387.7578125,4212.89990234375,98.98999786376953
2025-12-06,89272.375,4212.89990234375,98.98999786376953
2025-12-07,90405.640625,4212.89990234375,98.98999786376953
2025-12-08,90640.203125,4187.2001953125,99.08999633789062
2025-12-09,92691.7109375,4206.7001953125,99.22000122070312
2025-12-10,92020.9453125,4196.39990234375,98.79000091552734
2025-12-11,92511.3359375,4285.5,98.3499984741211
2025-12-12,90270.4140625,4300.10009765625,98.4000015258789
2025-12-13,90298.7109375,4300.10009765625,98.4000015258789
2025-12-14,88175.1796875,4300.10009765625,98.4000015258789
2025-12-15,86419.78125,4306.7001953125,98.1500015258789
2025-12-16,87843.984375,4304.5,98.1500015258789
2025-12-17,86143.7578125,4347.5,98.37000274658203
2025-12-18,85462.5078125,4339.5,98.43000030517578
2025-12-19,88103.3828125,4361.39990234375,98.5999984741211
2025-12-20,88344.0,4361.39990234375,98.5999984741211
2025-12-21,88621.75,4361.39990234375,98.5999984741211
2025-12-22,88490.015625,4444.60009765625,98.29000091552734
2025-12-23,87414.0,4482.7998046875,97.94000244140625
2025-12-24,87611.9609375,4480.60009765625,97.9800033569336
2025-12-25,87234.7421875,4480.60009765625,97.9800033569336
2025-12-26,87301.4296875,4529.10009765625,98.0199966430664
2025-12-27,87802.15625,4529.10009765625,98.0199966430664
2025-12-28,87835.8359375,4529.10009765625,98.0199966430664
2025-12-29,87138.140625,4325.10009765625,98.04000091552734
2025-12-30,88430.1328125,4370.10009765625,98.23999786376953
2025-12-31,87508.828125,4325.60009765625,98.27999877929688
2026-01-01,88731.984375,4325.60009765625,98.27999877929688
2026-01-02,89944.6953125,4314.39990234375,98.41999816894531
2026-01-03,90603.1875,4314.39990234375,98.41999816894531
2026-01-04,91413.4921875,4314.39990234375,98.41999816894531
2026-01-05,93882.5546875,4436.89990234375,98.2699966430664
2026-01-06,93729.03125,4482.2001953125,98.58000183105469
2026-01-07,91308.0546875,4449.2998046875,98.68000030517578
2026-01-08,91027.125,4449.7001953125,98.93000030517578
2026-01-09,90513.1015625,4490.2998046875,99.12999725341797
2026-01-10,90386.6484375,4490.2998046875,99.12999725341797
